
4 Mot inconnu : Freehealth => ====== Freehealth : logiciel de gestion des patients ====== | freehealth
7 Mot inconnu : freemedforms => **[[https://freehealth.io/fr/start|freehealth]]** est un gestionnaire gratuit de dossiers médicaux, fork de [[freemedforms]]. L’idée est que tout médecin peut créer ses propres « formulaires » sans aucune configuration douloureuse. Sur la base de ces formulaires, chaque aspect de la prise en charge peut alors être codé et stocké dans le logiciel. Cette fonctionnalité centrale donne à freehealth une adaptabilité très importante. | freemedforms

12 Mot inconnu : Freehealth => ===== Que peut faire Freehealth pour vous ? ===== | freehealth
14 Pléonasme. => Il peut s'adapter à beaucoup de besoins : différentes spécialités médicales, spécialités para-médicales voire même profession vétérinaire. Il peut être utilisé dans différents environnements : cabinet individuel, cabinet de groupe, maison de santé, clinique, hôpital. | voire même => suggestions : ['voire', 'même']

22 Mot inconnu : Freehealth => Avec Freehealth vous pouvez configurer votre agenda personnel : définir la durée habituelle de vos consultations, leur lieu… Créer des rendez-vous pour un ou plusieurs patients se fait d'un simple clic ! Grâce à la technologie MySQL, vous pouvez déléguer la gestion (prise de rendez-vous…) à un secrétariat distant. | freehealth
22 Mot inconnu : MySQL => Avec Freehealth vous pouvez configurer votre agenda personnel : définir la durée habituelle de vos consultations, leur lieu… Créer des rendez-vous pour un ou plusieurs patients se fait d'un simple clic ! Grâce à la technologie MySQL, vous pouvez déléguer la gestion (prise de rendez-vous…) à un secrétariat distant. | mysql

26 Accord de nombre erroné avec « son composant » : « antécédents » devrait être au singulier. => Grâce à son composant antécédents, Freehealth prépare le dossier patient à des vérifications automatiques comme par exemple le repérage des médicaments potentiellement inappropriés en gériatrie (encore au stade expérimental). Les antécédents peuvent être à la fois des formulaires (comme les facteurs de risque cliquables) ou des items classiques. | antécédents => suggestions : ['antécédent']
26 Mot inconnu : Freehealth => Grâce à son composant antécédents, Freehealth prépare le dossier patient à des vérifications automatiques comme par exemple le repérage des médicaments potentiellement inappropriés en gériatrie (encore au stade expérimental). Les antécédents peuvent être à la fois des formulaires (comme les facteurs de risque cliquables) ou des items classiques. | freehealth
26 Pléonasme. => Grâce à son composant antécédents, Freehealth prépare le dossier patient à des vérifications automatiques comme par exemple le repérage des médicaments potentiellement inappropriés en gériatrie (encore au stade expérimental). Les antécédents peuvent être à la fois des formulaires (comme les facteurs de risque cliquables) ou des items classiques. | comme par exemple => suggestions : ['comme', 'par exemple']

34 Mot inconnu : Freehealth => Freehealth est totalement multi-utilisateur. Vous pouvez configurer plusieurs profils d'utilisateurs comme : des médecins, des infirmières, des aides-soignants, des secrétaires… Une interface ergonomique vous aide à gérer vos utilisateurs. | freehealth
48 Mot inconnu : list => <note importante>Sous Ubuntu 18.04 il faut utiliser le ppa de xenial, changez bionic pour xenial dans le [[sources.list]].</note> | list

57 Mot inconnu : Freehealth => Les applicatifs de la suite Freehealth sont disponibles dans plusieurs langages. Pour changer le langage de l'application, cliquez le menu **Configuration / Language**, l'application changera de langage "à chaud" c'est-à-dire sans redémarrage nécessaire. | freehealth
57 Mot inconnu : Language => Les applicatifs de la suite Freehealth sont disponibles dans plusieurs langages. Pour changer le langage de l'application, cliquez le menu **Configuration / Language**, l'application changera de langage "à chaud" c'est-à-dire sans redémarrage nécessaire. | language
57 Guillemets typographiques ouvrants. => Les applicatifs de la suite Freehealth sont disponibles dans plusieurs langages. Pour changer le langage de l'application, cliquez le menu **Configuration / Language**, l'application changera de langage "à chaud" c'est-à-dire sans redémarrage nécessaire. | " => suggestions : ['«\xa0', '“']
57 Guillemets typographiques fermants. => Les applicatifs de la suite Freehealth sont disponibles dans plusieurs langages. Pour changer le langage de l'application, cliquez le menu **Configuration / Language**, l'application changera de langage "à chaud" c'est-à-dire sans redémarrage nécessaire. | " => suggestions : ['\xa0»', '”']

63 Mot inconnu : Freehealth => Toute la procédure d'installation se trouve sur le [[https://freehealth.io/fr/manuals/ehr/install/mariadb|wiki de Freehealth]]. | freehealth

64 Mot inconnu : Mariadb => ===Paramétrage de Mariadb=== | mariadb

71 Mot inconnu : Freehealth => ===Paramétrage de Freehealth=== | freehealth

72 Mot inconnu : Host => Dans le champ Host name (ou Nom de l'hôte) entrez localhost, puis dans le champs login pour la première connexion entrez l'utilisateur root de mysql avec son mot de passe. Après quoi il s'agit de créer les bases de données Mariadb puis l'utilisateur de votre choix. | host
72 Mot inconnu : name => Dans le champ Host name (ou Nom de l'hôte) entrez localhost, puis dans le champs login pour la première connexion entrez l'utilisateur root de mysql avec son mot de passe. Après quoi il s'agit de créer les bases de données Mariadb puis l'utilisateur de votre choix. | name
72 Mot inconnu : localhost => Dans le champ Host name (ou Nom de l'hôte) entrez localhost, puis dans le champs login pour la première connexion entrez l'utilisateur root de mysql avec son mot de passe. Après quoi il s'agit de créer les bases de données Mariadb puis l'utilisateur de votre choix. | localhost
72 Accord de nombre erroné : « champs » est au pluriel. => Dans le champ Host name (ou Nom de l'hôte) entrez localhost, puis dans le champs login pour la première connexion entrez l'utilisateur root de mysql avec son mot de passe. Après quoi il s'agit de créer les bases de données Mariadb puis l'utilisateur de votre choix. | le => suggestions : ['les']
